index,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
150640,2020,3,14,22,0,27XX W 32ND AVE,Arbutus Ridge,487863.9595,5454504.8954
435583,2020,1,11,13,38,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
30129,2020,4,6,2,0,4XX RAILWAY ST,Strathcona,493206.2262,5459124.056
614112,2020,8,14,2,5,58XX TODERICK ST,Killarney,497872.0291,5453041.1508
635556,2020,9,2,14,30,6XX PIPELINE RD,Stanley Park,490124.3417,5460769.3876
400634,2020,9,13,15,0,5XX E CORDOVA ST,Strathcona,493215.2723,5458824.2855
97947,2020,12,29,21,0,58XX CARTIER ST,Oakridge,489946.2525,5453376.6254
13908,2020,12,31,3,0,1XX DRAKE ST,Central Business District,491015.8034,5457857.0172
663379,2020,5,24,23,0,8XX W 7TH AVE,Fairview,491069.5208,5456928.8672
442920,2020,8,1,14,44,8X NELSON ST,Central Business District,491569.1713,5458021.678
412545,2020,4,21,17,57,6XX DUNSMUIR ST,Central Business District,491602.4784,5458919.5504
485781,2020,4,8,22,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
6089,2020,11,6,9,50,13XX ALBERNI ST,West End,490700.6544,5459484.513
786140,2020,1,10,16,36,21XX BLOCK DUNDAS ST,Grandview-Woodland,495542.0,5459118.0
581955,2020,10,31,22,30,34XX W 3RD AVE,Kitsilano,486883.1367,5457420.079
70198,2020,11,14,0,0,24XX GALT ST,Renfrew-Collingwood,495995.4638,5454295.6321
11675,2020,3,10,12,13,17XX W 12TH AVE,Fairview,489440.0679,5456467.5962
231964,2020,8,16,17,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
122644,2020,5,29,21,55,12XX GRANVILLE ST,Central Business District,490720.1022,5458163.8044
377226,2020,3,17,18,3,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
427356,2020,9,15,23,0,7XX E 26TH AVE,Kensington-Cedar Cottage,493459.2194,5454980.6385
467794,2020,7,3,12,30,FOLEY ST / GREAT NORTHERN WAY,Strathcona,493703.0381,5457053.6624
514581,2020,8,21,18,15,15XX KITCHENER ST,Grandview-Woodland,494725.2231,5457717.948
612172,2020,12,29,8,30,56XX SENLAC ST,Renfrew-Collingwood,497582.4081,5453327.4937
52898,2020,9,8,20,0,14XX ONTARIO ST,Mount Pleasant,492386.8979,5457647.1353
287577,2020,12,11,11,0,10XX W BROADWAY AV,Fairview,490669.2388,5456744.2745
15747,2020,9,2,23,59,1XX WATER ST,Central Business District,492211.2292,5459029.5201
210758,2020,2,23,14,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
352183,2020,1,13,14,38,29XX GRANVILLE ST,Fairview,489901.3021,5456272.6755
137765,2020,9,19,10,53,1XX E HASTINGS ST,Central Business District,492571.6489,5458738.7436
516875,2020,1,21,17,0,16XX ADANAC ST,Grandview-Woodland,494801.8464,5458312.3244
146484,2020,3,18,13,0,24XX COLUMBIA ST,Mount Pleasant,492030.2603,5456778.662
568722,2020,5,21,13,0,2XX E 6TH AVE,Mount Pleasant,492675.5212,5456971.3509
4570,2020,2,10,22,0,12XX BROUGHTON ST,West End,490078.0873,5459001.699
431432,2020,1,3,8,24,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
216743,2020,7,29,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
465712,2020,11,9,6,36,E 25TH AVE / VICTORIA DR,Kensington-Cedar Cottage,495263.9604,5455083.3377
444197,2020,3,3,15,19,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
356291,2020,8,29,20,30,2XX POWELL ST,Strathcona,492851.0043,5458944.2503
212803,2020,5,11,18,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
485545,2020,1,23,18,0,10XX W CORDOVA ST,Central Business District,491543.8586,5459438.6734
254047,2020,4,26,19,0,OFFSET TO PROTECT PRIVACY,Mount Pleasant,0.0,0.0
700311,2020,6,13,22,0,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
515497,2020,1,25,1,0,15XX W 11TH AVE,Fairview,489772.596,5456556.9254
617225,2020,2,2,12,0,5X W PENDER ST,Central Business District,492276.9063,5458683.6731
441372,2020,11,15,19,50,82XX ONTARIO ST,Marpole,492223.544,5450781.2398
111547,2020,2,18,5,50,8XX MALKIN AVE,Strathcona,493643.03,5457984.0342
684007,2020,10,22,17,0,DISCOVERY ST / W 10TH AVE,West Point Grey,485229.7698,5456795.4061
172354,2020,5,11,2,54,4XX POWELL ST,Strathcona,493074.0123,5458928.249
33845,2020,11,28,21,15,5XX W BROADWAY AV,Fairview,491527.6019,5456720.7445
214239,2020,11,17,20,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
646451,2020,9,29,6,39,7XX MAIN ST,Strathcona,492747.721,5458426.6466
631511,2020,3,18,17,0,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096
758882,2020,8,8,22,0,2XX E 14TH AVE,Mount Pleasant,492643.3471,5456181.5566
389995,2020,10,5,15,30,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.1747
267561,2020,7,15,13,0,OFFSET TO PROTECT PRIVACY,Renfrew-Collingwood,0.0,0.0
199572,2020,6,21,15,47,9XX SEYMOUR ST,Central Business District,491205.1865,5458520.2587
598719,2020,3,26,10,0,45XX W 7TH AVE,West Point Grey,484627.3291,5457096.004
183373,2020,1,10,19,0,69XX FRASER ST,Sunset,493386.8546,5452061.7216
320392,2020,8,2,8,22,17XX ONTARIO ST,Mount Pleasant,492393.1391,5457485.3891
35538,2020,10,4,5,0,6XX E BROADWAY AVE,Mount Pleasant,493420.0038,5456635.3117
659748,2020,1,31,17,0,8XX HOMER ST,Central Business District,491464.7754,5458502.9729
96909,2020,11,14,18,0,55XX KILLARNEY ST,Renfrew-Collingwood,496662.7949,5453515.5811
193707,2020,6,16,14,3,86XX LAUREL ST,Marpole,490815.0038,5450622.9504
66602,2020,5,16,11,0,21XX W 48TH AVE,Kerrisdale,488459.2648,5452835.7116
128409,2020,3,18,6,0,15XX CLARK DR,Grandview-Woodland,494378.3972,5457618.945
210320,2020,7,28,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
720619,2020,7,3,20,0,27XX OXFORD ST,Hastings-Sunrise,496481.1437,5459219.4571
808536,2020,6,24,13,57,W 49TH AVE / GRANVILLE ST,Kerrisdale,489820.0,5452696.0
618479,2020,2,16,9,30,5XX CAMPBELL AVE,Strathcona,493833.8932,5458593.0211
131099,2020,5,16,20,25,16XX HARO ST,West End,490270.9144,5459603.2533
391969,2020,2,16,13,30,4XX SW MARINE DR,Marpole,491508.4193,5450861.155
33522,2020,3,4,3,58,5XX TAYLOR ST,Central Business District,492323.4808,5458662.465
21972,2020,9,7,23,0,2XX E 14TH AVE,Mount Pleasant,492713.4506,5456189.1832
194577,2020,9,12,8,0,8XX BIDWELL ST,West End,490229.2161,5459712.0944
591699,2020,4,21,14,10,3XX GORE AVE,Strathcona,492907.2841,5458832.9456
547205,2020,10,13,18,0,21XX W BROADWAY AVE,Kitsilano,488785.3368,5456793.3191
328255,2020,5,15,17,35,1XX E PENDER ST,Central Business District,492694.9546,5458636.6356
205872,2020,10,13,17,23,E KING EDWARD AVE / MAIN ST,Riley Park,492644.3219,5455116.0197
600856,2020,6,1,14,0,48XX MAIN ST,Riley Park,492610.571,5454241.8353
255412,2020,7,22,15,0,OFFSET TO PROTECT PRIVACY,Sunset,0.0,0.0
293145,2020,10,10,17,52,11XX HOMER ST,Central Business District,491082.9524,5458117.5657
707901,2020,4,9,16,0,11XX ROBSON ST,West End,490813.2719,5459215.089
718751,2020,9,20,16,30,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959
25758,2020,11,28,8,9,37XX W 8TH AVE,West Point Grey,486361.3784,5456956.5913
810704,2020,3,7,8,4,X BLOCK STANLEY PARK CSWY,Stanley Park,490056.0,5460207.0
439868,2020,2,12,17,52,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
572324,2020,9,24,15,0,30XX E KENT AVE N,Killarney,496804.0211,5450447.4673
790256,2020,10,13,7,8,6XX W 12TH AVE,Fairview,491357.0,5456418.0
386447,2020,1,11,20,0,45XX CLANCY LORANGER WAY,Riley Park,492100.003,5454511.7995
625604,2020,1,27,20,0,5XX W 8TH AVE,Fairview,491595.0288,5456821.0619
704974,2020,6,15,10,59,X NK_LOC ST,Strathcona,492757.4868,5458792.469
800273,2020,2,6,11,34,HORNBY ST / DAVIE ST,Central Business District,490680.0,5458413.0
439943,2020,12,27,14,10,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
361513,2020,12,2,13,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
137852,2020,7,8,12,1,1XX E HASTINGS ST,Central Business District,492637.0331,5458736.5652
650849,2020,11,11,16,55,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
716755,2020,5,22,11,0,1XX W BROADWAY AVE,Mount Pleasant,492200.1153,5456709.5675
418216,2020,1,24,11,44,6XX SEYMOUR ST,Central Business District,491523.3861,5458829.1984
509251,2020,3,23,20,0,14XX E 7TH AVE,Grandview-Woodland,494561.3291,5456833.5541
668688,2020,12,1,8,40,9XX POWELL ST,Strathcona,493887.7935,5458882.6761
197160,2020,1,26,20,15,8XX W BROADWAY AVE,Fairview,490973.8325,5456736.4186
610786,2020,3,4,19,0,54XX ORMIDALE ST,Renfrew-Collingwood,498197.8355,5453524.1636
550313,2020,3,17,9,0,22XX W 8TH AVE,Kitsilano,488546.4666,5456901.7622
36750,2020,3,30,3,2,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.4372
611526,2020,5,16,19,0,55XX STAMFORD ST,Renfrew-Collingwood,497775.6664,5453502.5623
556930,2020,11,9,16,45,25XX W 13TH AVE,Kitsilano,488078.5705,5456395.1161
425429,2020,2,14,11,30,7XX CAMBIE ST,Central Business District,491701.7713,5458447.4728
47819,2020,11,13,19,50,11XX W 14TH AVE,Fairview,490487.7503,5456227.7584
361399,2020,10,2,13,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
477409,2020,2,25,7,0,10XX BARCLAY ST,West End,490810.23,5458911.1387
22670,2020,4,5,4,29,2XX ROBSON ST,Central Business District,491566.7732,5458453.5939
226790,2020,1,16,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
121635,2020,8,19,0,30,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
182724,2020,2,7,23,0,65XX WINDSOR ST,Sunset,493787.4998,5452487.9613
190548,2020,6,2,23,0,7XX KEEFER ST,Strathcona,493623.8032,5458508.8439
568228,2020,8,30,8,0,2XX E 36TH AVE,Riley Park,492723.4607,5453935.9922
426908,2020,7,29,16,25,7XX DUNSMUIR ST,Central Business District,491511.6366,5459023.6766
587740,2020,12,5,18,0,38XX VICTORIA DR,Kensington-Cedar Cottage,495263.0198,5455383.5893
727536,2020,8,5,17,0,5X W 15TH AVE,Mount Pleasant,492269.6999,5456100.7947
166257,2020,5,6,5,51,3XX TERMINAL AVE,Strathcona,492993.3744,5457707.3427
20116,2020,9,4,3,44,27XX E HASTINGS ST,Hastings-Sunrise,496560.9549,5458707.7865
276084,2020,8,26,12,0,OFFSET TO PROTECT PRIVACY,Fairview,0.0,0.0
498391,2020,1,17,5,0,12XX HOMER ST,Central Business District,491030.7372,5458052.6767
25402,2020,4,1,17,30,36XX MAIN ST,Riley Park,492650.0373,5455533.434
169210,2020,2,29,13,40,46XX RUPERT ST,Renfrew-Collingwood,497382.8839,5454428.3221
107003,2020,9,19,19,0,77XX CHAMPLAIN CRES,Killarney,497825.9264,5451318.9803
172733,2020,9,22,3,30,4XX SEYMOUR ST,Central Business District,491774.1034,5459082.4085
229847,2020,12,10,17,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
200416,2020,5,27,19,7,ABBOTT ST / W CORDOVA ST,Central Business District,492233.1572,5458913.794
65029,2020,8,23,8,42,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
43917,2020,10,26,17,0,X N GARDEN DR,Grandview-Woodland,495794.4349,5459124.0942
135946,2020,3,22,16,4,19XX POWELL ST,Grandview-Woodland,495318.4081,5459127.406
350337,2020,10,29,16,41,28XX E 1ST AVE,Hastings-Sunrise,496594.7144,5457399.7182
689912,2020,9,16,22,0,EAST BLVD / W 45TH AVE,Kerrisdale,488705.3237,5453131.177
343175,2020,2,3,15,55,24XX E HASTINGS ST,Hastings-Sunrise,495975.9579,5458718.6298
481631,2020,9,16,2,0,10XX HOWE ST,Central Business District,490975.869,5458571.0325
435601,2020,7,16,15,0,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
576905,2020,10,11,2,53,32XX RUPERT ST,Renfrew-Collingwood,497549.435,5455798.41
675425,2020,1,21,7,0,BEACH AVE / BUTE ST,West End,490026.1957,5458512.3032
710412,2020,5,17,16,0,13XX WALNUT ST,Kitsilano,489162.9917,5457928.6037
339653,2020,2,13,11,52,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
40031,2020,6,5,0,0,88XX OSLER ST,Marpole,490398.1271,5450230.437
57216,2020,4,29,20,0,17XX BLANCA ST,West Point Grey,484362.9293,5457749.9603
167547,2020,9,2,23,0,41XX MAPLE CRES,Shaughnessy,488986.9891,5455209.85
257415,2020,8,9,5,0,OFFSET TO PROTECT PRIVACY,Mount Pleasant,0.0,0.0
456476,2020,7,31,16,56,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
490072,2020,8,20,15,10,11XX HORNBY ST,Central Business District,490753.7752,5458496.3
121170,2020,3,15,10,4,11XX THURLOW ST,West End,490496.5042,5458668.2521
664566,2020,1,29,16,40,9X W HASTINGS ST,Central Business District,492223.2413,5458810.1821
197924,2020,4,14,8,25,9XX CANADA PL,Central Business District,491612.8672,5459491.059
646032,2020,6,8,16,58,7XX HORNBY ST,Central Business District,491263.2895,5458997.968
534654,2020,1,13,15,45,1XX KEEFER ST,Central Business District,492627.1323,5458532.0643
127901,2020,2,10,23,0,14XX W 11TH AVE,Fairview,489962.0522,5456561.6992
633074,2020,2,7,12,25,6XX E 10TH AVE,Mount Pleasant,493381.6494,5456525.7782
469573,2020,1,27,16,10,HEATHER ST / W 41ST AVE,South Cambie,491199.9267,5453450.6313
30607,2020,10,7,16,12,4XX W HASTINGS ST,Central Business District,491908.9472,5458984.6099
257794,2020,5,30,14,0,OFFSET TO PROTECT PRIVACY,Kensington-Cedar Cottage,0.0,0.0
395327,2020,3,7,11,28,55XX CHESTER ST,Kensington-Cedar Cottage,493507.1149,5453491.9702
135229,2020,6,30,22,0,19XX BARCLAY ST,West End,489838.2824,5459862.4939
396518,2020,2,17,18,16,56XX VICTORIA DR,Kensington-Cedar Cottage,495228.0583,5453412.7707
429830,2020,8,3,16,35,7XX GRANVILLE ST,Central Business District,491311.5684,5458761.2037
477063,2020,7,16,17,0,10XX ALBERNI ST,West End,491059.4824,5459122.4178
194671,2020,5,29,18,30,8XX BURRARD ST,West End,491046.7515,5458939.371
706977,2020,10,8,8,0,10XX W PENDER ST,Central Business District,491334.3085,5459373.6824
198969,2020,10,9,13,40,9XX HOWE ST,Central Business District,491006.7888,5458602.6439
467272,2020,9,13,13,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
103158,2020,5,14,1,1,67XX ST GEORGE ST,Sunset,493148.1635,5452295.1627
510211,2020,2,1,4,20,14XX LAMEYS MILL RD,Fairview,490138.6333,5457207.4691
575642,2020,3,24,20,0,32XX AUSTREY AVE,Renfrew-Collingwood,497274.6244,5454018.5952
445309,2020,10,31,10,30,8XX DAVIE ST,Central Business District,490714.4933,5458386.2559
689932,2020,10,17,17,10,EIHU LANE / ROBSON ST,West End,490696.9497,5459324.8265
82393,2020,1,3,11,27,34XX COMMERCIAL ST,Kensington-Cedar Cottage,495055.2396,5455659.8958
614968,2020,12,14,5,54,5X E 11TH AVE,Mount Pleasant,492433.3551,5456497.2737
190267,2020,4,19,4,26,7XX HAMILTON ST,Central Business District,491686.9924,5458572.7761
467268,2020,5,23,16,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
725987,2020,9,29,11,10,48XX INVERNESS ST,Kensington-Cedar Cottage,494168.541,5454267.7254
565806,2020,10,15,1,20,29XX W 22ND AVE,Arbutus Ridge,487600.5986,5455578.3254
692311,2020,2,2,12,0,HARWOOD ST / THURLOW ST,West End,490302.8405,5458478.1573
210677,2020,3,19,20,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
352591,2020,7,31,8,35,29XX MAIN ST,Mount Pleasant,492637.6703,5456237.819
687651,2020,12,30,21,0,E 56TH AVE / FRASER ST,Sunset,493379.1246,5451818.3984
652540,2020,12,11,9,45,84XX GRANVILLE ST,Marpole,489771.8179,5450776.4806
623923,2020,8,6,18,0,5XX SEYMOUR ST,Central Business District,491719.1624,5459026.949
583523,2020,10,12,22,12,35XX NAPLES WAY,Killarney,497915.928,5450669.0325
279212,2020,2,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
9941,2020,8,15,19,0,16XX E 5TH AVE,Grandview-Woodland,494809.2434,5457033.6505
40071,2020,2,18,5,21,89XX STANLEY PARK DR,Stanley Park,489232.1268,5460019.4569
8718,2020,9,10,19,0,15XX E 8TH AVE,Grandview-Woodland,494699.3635,5456731.2422
722173,2020,6,5,7,0,2XX W PENDER ST,Central Business District,491958.8633,5458790.5566
519818,2020,12,10,18,0,16XX NELSON ST,West End,490092.8195,5459451.9609
587167,2020,10,29,11,0,37XX W 3RD AVE,West Point Grey,486447.8295,5457440.7868
672070,2020,1,16,13,50,9XX W CORDOVA ST,Central Business District,491637.4921,5459386.5836
567315,2020,1,8,10,0,2XX DAVIE ST,Central Business District,491127.0922,5457976.9653
720830,2020,9,5,12,0,28XX E KENT AVE N,Killarney,496492.3533,5450410.6166
581852,2020,9,16,14,0,34XX W 2ND AVE,Kitsilano,486810.0329,5457529.8367
437117,2020,8,20,16,0,7XX UNION ST,Strathcona,493522.1906,5458301.1449
389194,2020,9,28,8,0,4XX CARRALL ST,Central Business District,492413.4846,5458656.8264
628640,2020,1,14,1,0,64XX CYPRESS ST,Kerrisdale,489113.5026,5452806.2474
147364,2020,3,28,21,0,24XX W 4TH AVE,Kitsilano,488322.3129,5457285.4963
495094,2020,11,12,15,51,11XX W HASTINGS ST,Central Business District,491223.6295,5459498.3008
203206,2020,2,27,6,45,COMMERCIAL DR / FRANKLIN ST,Grandview-Woodland,494881.4604,5458828.0461
120766,2020,10,3,1,9,11XX QUEBEC ST,Central Business District,492589.4485,5458017.4412
716533,2020,12,6,14,8,1XX W 22ND AVE,Riley Park,492025.0039,5455373.3836
403336,2020,2,2,11,0,5XX SEYMOUR ST,Central Business District,491656.1246,5458976.4335
496292,2020,2,12,4,1,12XX BUTE ST,West End,490290.4936,5458774.4614
328461,2020,10,19,1,10,1XX KEEFER PL,Central Business District,492122.6441,5458572.1096
576497,2020,9,24,22,0,32XX GARDEN DR,Kensington-Cedar Cottage,495754.298,5455843.0247
209645,2020,6,1,3,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
449489,2020,2,13,20,26,8XX W 12TH AVE,Fairview,491118.4885,5456429.6431
499019,2020,11,13,18,0,12XX ISLAND PARK WALK,Fairview,490330.0255,5457227.7236
69275,2020,10,18,7,30,23XX ST CATHERINES ST,Mount Pleasant,493795.7023,5456797.587
241979,2020,1,14,10,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
792009,2020,9,29,16,41,BEATTY ST / DUNSMUIR ST,Central Business District,491960.0,5458570.0
286634,2020,12,20,14,21,10XX ROBSON ST,West End,491012.8529,5459016.6945
582670,2020,10,5,17,30,35XX E 29TH AVE,Renfrew-Collingwood,498069.4823,5454637.5702
422663,2020,9,26,7,23,72XX KNIGHT ST,Victoria-Fraserview,494393.1752,5451727.9846
274677,2020,8,10,15,0,OFFSET TO PROTECT PRIVACY,Fairview,0.0,0.0
730981,2020,11,22,21,0,7XX E 17TH AVE,Kensington-Cedar Cottage,493541.8524,5455860.2277
515806,2020,3,1,10,4,15XX W 1ST AVE,Fairview,489826.4173,5457643.2063
155916,2020,1,1,11,0,30XX E 18TH AVE,Renfrew-Collingwood,496985.3234,5455690.184
617175,2020,1,30,9,40,5X W PENDER ST,Central Business District,492275.7171,5458684.0001
38012,2020,3,31,3,34,7XX HOMER ST,Central Business District,491618.129,5458643.8914
181120,2020,10,23,5,55,5XX W HASTINGS ST,Central Business District,491827.083,5459079.5453
573657,2020,4,11,20,0,31XX ADANAC ST,Hastings-Sunrise,497334.7066,5458305.7292
324229,2020,10,19,16,55,18XX W 4TH AVE,Kitsilano,489265.2275,5457268.0547
524809,2020,5,13,6,10,17XX W BROADWAY AVE,Fairview,489472.8887,5456783.5808
256150,2020,12,8,23,0,OFFSET TO PROTECT PRIVACY,Riley Park,0.0,0.0
68581,2020,6,1,1,0,22XX W KING EDWARD AVE,Arbutus Ridge,488609.6521,5455370.3106
441019,2020,11,26,12,34,81XX OAK ST,Marpole,490517.2965,5451032.8193
515681,2020,11,8,3,44,15XX W 16TH AVE,Fairview,489741.3144,5456050.4371
198114,2020,3,15,9,16,9XX DAVIE ST,Central Business District,490675.909,5458411.3696
492864,2020,1,5,14,0,11XX ROBSON ST,West End,490870.9796,5459157.4511
462836,2020,1,24,18,20,CENTRAL ST / STATION ST,Strathcona,492866.2636,5457590.1483
768538,2020,12,4,7,40,50XX EARLES ST,Renfrew-Collingwood,496553.9154,5454032.0684
528298,2020,9,7,15,30,18XX W 8TH AVE,Kitsilano,489350.6976,5456890.9764
78287,2020,3,22,16,20,2XX W 6TH AVE,Mount Pleasant,492002.0767,5456998.3716
789427,2020,12,24,13,8,54XX BLOCK VICTORIA DR,Kensington-Cedar Cottage,495234.0,5453666.0
756787,2020,2,11,7,44,27XX ALDER ST,Fairview,490440.3902,5456539.625
402400,2020,4,16,7,0,5XX NICOLA ST,Central Business District,490693.2479,5459791.9571
410819,2020,2,21,19,50,68XX DUMFRIES ST,Victoria-Fraserview,494558.381,5452124.1823
704961,2020,4,14,0,1,X NK_LOC ST,Strathcona,492757.4868,5458792.469
714041,2020,11,29,1,0,17XX ROBSON ST,West End,490168.5069,5459855.102
395787,2020,11,22,18,40,56XX LINCOLN ST,Renfrew-Collingwood,498117.0042,5453341.2436
390451,2020,3,5,16,9,4XX HAMILTON ST,Central Business District,492002.4378,5458889.9585
787795,2020,8,18,15,33,31XX BLOCK SE MARINE DR,Killarney,496964.0,5450589.0
33280,2020,3,3,5,5,5XX SE MARINE DR,Sunset,493162.5521,5450910.2534
184753,2020,12,3,7,55,6XX E HASTINGS ST,Strathcona,493354.7701,5458724.2337
45798,2020,9,22,3,11,10XX W 38TH AVE,Shaughnessy,490521.648,5453792.7116
471349,2020,1,29,20,0,NATIONAL AVE / THORNTON ST,Strathcona,493256.6194,5457874.4196
356717,2020,9,2,10,10,2XX UNION ST,Strathcona,492815.9462,5458332.1289
710644,2020,4,29,14,10,14XX ANDERSON ST,Fairview,490173.2374,5457687.3241
89536,2020,3,5,12,0,41XX OSLER ST,Shaughnessy,490554.7762,5455071.1648
725105,2020,7,15,11,0,3XX W PENDER ST,Central Business District,491919.7572,5458841.7046
213214,2020,7,11,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
625565,2020,1,30,17,10,5XX W 8TH AVE,Fairview,491505.1735,5456833.2086
171554,2020,12,1,2,29,4XX E CORDOVA ST,Strathcona,493071.284,5458827.6703
135548,2020,7,9,14,47,19XX E 50TH AVE,Victoria-Fraserview,495148.3185,5452395.7454
256564,2020,11,12,19,0,OFFSET TO PROTECT PRIVACY,Riley Park,0.0,0.0
268439,2020,6,1,5,0,OFFSET TO PROTECT PRIVACY,Renfrew-Collingwood,0.0,0.0
221351,2020,4,18,2,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
458261,2020,2,21,9,3,9XX W 41ST AVE,Oakridge,490757.8022,5453456.0815
490631,2020,3,10,21,0,11XX HOWE ST,Central Business District,490849.9689,5458442.5047
347054,2020,1,8,12,0,26XX LARCH ST,Kitsilano,488181.1463,5456614.0562
708875,2020,10,10,19,0,12XX JOHNSTON ST,Fairview,490401.1874,5457438.9593
644081,2020,4,16,4,5,7XX E 39TH AVE,Kensington-Cedar Cottage,493432.3401,5453562.4606
277176,2020,11,12,0,0,OFFSET TO PROTECT PRIVACY,Oakridge,0.0,0.0
230433,2020,1,25,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
663190,2020,4,2,19,0,8XX W 62ND AVE,Marpole,490915.785,5451329.661
155674,2020,11,7,22,30,2XX W 45TH AVE,Oakridge,491911.7042,5452984.6295
607493,2020,1,9,5,20,4XX W 58TH AVE,Marpole,491740.5406,5451668.6814
266420,2020,6,16,22,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
63803,2020,3,30,3,0,20XX CREELMAN AVE,Kitsilano,488949.1227,5457980.4535
22171,2020,7,3,4,51,2XX E 7TH AVE,Mount Pleasant,492677.537,5456879.381
598411,2020,7,23,17,0,45XX ONTARIO ST,Riley Park,492346.9227,5454638.0582
120986,2020,8,10,18,34,11XX ROBSON ST,West End,490909.5334,5459106.0202
633793,2020,12,27,8,15,6XX E 8TH AVE,Mount Pleasant,493462.248,5456748.7121
456897,2020,8,11,9,25,9XX SEYMOUR ST,Central Business District,491153.9408,5458456.2365
326119,2020,1,11,1,30,1XX ATHLETES WAY,Mount Pleasant,492102.6453,5457647.4833
25854,2020,5,26,0,0,38XX RUPERT ST,Renfrew-Collingwood,497530.3736,5455229.6593
662552,2020,6,22,15,0,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
6299,2020,6,19,4,8,13XX COMOX ST,West End,490299.2122,5459106.4601
194375,2020,1,21,10,0,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
323927,2020,11,5,1,8,18XX TRIUMPH ST,Grandview-Woodland,495082.473,5458987.4304
408883,2020,12,3,20,0,62XX MARGUERITE ST,Kerrisdale,489446.515,5452972.967
619,2020,8,21,10,35,10XX DENMAN ST,West End,489808.9988,5459517.0732
717475,2020,6,24,0,0,20XX W 10TH AVE,Kitsilano,488985.9436,5456690.3917
380523,2020,12,14,9,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
98058,2020,3,7,8,36,58XX JOYCE ST,Killarney,497270.4368,5453130.0249
577621,2020,3,19,18,0,32XX WILLIAM ST,Hastings-Sunrise,497387.5386,5457926.8199
706920,2020,10,5,15,30,10XX W GEORGIA ST,West End,491133.7436,5459132.4869
232399,2020,6,6,23,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
640134,2020,10,16,20,0,71XX PRINCE EDWARD ST,Sunset,492891.4154,5451923.5907
349596,2020,1,28,17,20,28XX BENTALL ST,Renfrew-Collingwood,497676.1461,5456239.0146
382717,2020,1,11,12,0,3XX W GEORGIA ST,Central Business District,491651.5653,5458615.1512
524113,2020,8,1,21,0,17XX VERNON DR,Strathcona,494269.8948,5457414.5032
179602,2020,12,30,21,47,5XX RICHARDS ST,Central Business District,491714.714,5458884.8419
720975,2020,5,29,22,0,28XX W 7TH AVE,Kitsilano,487680.665,5457024.2626
743486,2020,5,30,12,0,12XX NICOLA ST,West End,489966.7286,5459045.4543
224262,2020,12,18,2,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
717957,2020,1,8,21,0,21XX W 32ND AVE,Arbutus Ridge,488597.1356,5454485.1504
159857,2020,7,16,18,0,34XX E HASTINGS ST,Hastings-Sunrise,497735.6897,5458714.9014
